id,director_name,duration,actor_1_name,actor_2_name,gross,movie_title,num_voted_users,actor_3_name,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,Action,Adventure,Fantasy,Sci-Fi,Thriller,Documentary,Romance,Animation,Comedy,Family,Musical,Mystery,Western,Drama,History,Sport,Crime,Horror,War,Biography,Music,Game-Show,Reality-TV,News,Short,Film-Noir
565,Zack Snyder,128,Jon Hamm,Abbie Cornish,36381716,Sucker Punch,197584,Scott Glenn,http://www.imdb.com/title/tt0978764/?ref_=fn_tt_tt_1,918,English,USA,PG-13,82000000,2011,6.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,Brian De Palma,98,Nicolas Cage,Mike Starr,55585389,Snake Eyes,64121,John Heard,http://www.imdb.com/title/tt0120832/?ref_=fn_tt_tt_1,241,English,USA,R,69000000,1998,5.9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
567,Barry Levinson,134,Peter Coyote,James Pickens Jr.,36976367,Sphere,81611,Huey Lewis,http://www.imdb.com/title/tt0120184/?ref_=fn_tt_tt_1,274,English,USA,PG-13,75000000,1998,6.0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
568,Clay Kaytis,97,Peter Dinklage,Josh Gad,107225164,The Angry Birds Movie,27130,Keegan-Michael Key,http://www.imdb.com/title/tt1985949/?ref_=fn_tt_tt_1,126,English,USA,PG,73000000,2016,6.3,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,Andy Tennant,112,Matthew McConaughey,Ray Winstone,70224196,Fool's Gold,59352,Alexis Dziena,http://www.imdb.com/title/tt0770752/?ref_=fn_tt_tt_1,138,English,USA,PG-13,70000000,2008,5.6,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,Judd Apatow,153,Adam Sandler,RZA,51814190,Funny People,100837,Maude Apatow,http://www.imdb.com/title/tt1201167/?ref_=fn_tt_tt_1,301,English,USA,R,75000000,2009,6.4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
571,Peter Berg,110,Jennifer Garner,Frances Fisher,47456450,The Kingdom,101386,Tim McGraw,http://www.imdb.com/title/tt0431197/?ref_=fn_tt_tt_1,289,English,USA,R,70000000,2007,7.1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
572,Adam McKay,122,Will Ferrell,Leslie Bibb,148213377,Talladega Nights: The Ballad of Ricky Bobby,130776,Gary Cole,http://www.imdb.com/title/tt0415306/?ref_=fn_tt_tt_1,437,English,USA,PG-13,73000000,2006,6.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
573,Steve Carr,87,Raven-Symoné,Jeffrey Jones,112950721,Dr. Dolittle 2,33884,Kevin Pollak,http://www.imdb.com/title/tt0240462/?ref_=fn_tt_tt_1,79,English,USA,PG,72000000,2001,4.6,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,Mel Gibson,178,Mhairi Calvey,Patrick McGoohan,75600000,Braveheart,736638,James Robinson,http://www.imdb.com/title/tt0112573/?ref_=fn_tt_tt_1,1065,English,USA,R,72000000,1995,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
575,Sam Mendes,125,Jake Gyllenhaal,Brian Geraghty,62647540,Jarhead,143525,James Morrison,http://www.imdb.com/title/tt0418763/?ref_=fn_tt_tt_1,657,English,Germany,R,70000000,2005,7.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
576,David Silverman,87,Albert Brooks,Yeardley Smith,183132370,The Simpsons Movie,259083,Marcia Wallace,http://www.imdb.com/title/tt0462538/?ref_=fn_tt_tt_1,763,English,USA,PG-13,75000000,2007,7.4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,Frank Darabont,152,Martin Landau,Hal Holbrook,27796042,The Majestic,45031,Jeffrey DeMunn,http://www.imdb.com/title/tt0268995/?ref_=fn_tt_tt_1,376,English,USA,PG,72000000,2001,6.9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
578,Renny Harlin,116,Sylvester Stallone,Estella Warren,32616869,Driven,34435,Cristián de la Fuente,http://www.imdb.com/title/tt0132245/?ref_=fn_tt_tt_1,346,English,USA,PG-13,72000000,2001,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
579,Jean-Jacques Annaud,109,David Gant,Jean-Claude Dreyfus,18947630,Two Brothers,11798,Oanh Nguyen,http://www.imdb.com/title/tt0338512/?ref_=fn_tt_tt_1,124,English,France,PG,59660000,2004,7.1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
580,M. Night Shyamalan,108,Bryce Dallas Howard,Judy Greer,114195633,The Village,193770,William Hurt,http://www.imdb.com/title/tt0368447/?ref_=fn_tt_tt_1,2003,English,USA,PG-13,60000000,2004,6.5,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
581,Betty Thomas,85,Oliver Platt,Raven-Symoné,144156464,Doctor Dolittle,74343,Peter Boyle,http://www.imdb.com/title/tt0118998/?ref_=fn_tt_tt_1,98,English,USA,PG-13,71500000,1998,5.3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,M. Night Shyamalan,106,Rory Culkin,Merritt Wever,227965690,Signs,271592,Cherry Jones,http://www.imdb.com/title/tt0286106/?ref_=fn_tt_tt_1,2335,English,USA,PG-13,72000000,2002,6.7,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
583,Andrew Adamson,93,Rupert Everett,Jennifer Saunders,436471036,Shrek 2,314630,Conrad Vernon,http://www.imdb.com/title/tt0298148/?ref_=fn_tt_tt_1,483,English,USA,PG,150000000,2004,7.2,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,John Lasseter,117,John Ratzenberger,Cheech Marin,244052771,Cars,263853,George Carlin,http://www.imdb.com/title/tt0317219/?ref_=fn_tt_tt_1,584,English,USA,G,120000000,2006,7.2,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
585,Garry Marshall,116,Julia Roberts,Christopher Meloni,152149590,Runaway Bride,74274,Hector Elizondo,http://www.imdb.com/title/tt0163187/?ref_=fn_tt_tt_1,255,English,USA,PG,70000000,1999,5.5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,Rob Cohen,132,Vin Diesel,Eve,141204016,xXx,142569,Leila Arcieri,http://www.imdb.com/title/tt0295701/?ref_=fn_tt_tt_1,737,English,USA,PG-13,70000000,2002,5.8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,Paul Tibbitt,92,Tim Conway,Billy West,162495848,The SpongeBob Movie: Sponge Out of Water,34359,Eddie Deezen,http://www.imdb.com/title/tt2279373/?ref_=fn_tt_tt_1,133,English,USA,PG,74000000,2015,6.0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,Ron Howard,139,Lili Taylor,Delroy Lindo,136448821,Ransom,98989,Rene Russo,http://www.imdb.com/title/tt0117438/?ref_=fn_tt_tt_1,158,English,USA,R,80000000,1996,6.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
589,Quentin Tarantino,153,Michael Fassbender,Brad Pitt,120523073,Inglourious Basterds,885175,Christoph Waltz,http://www.imdb.com/title/tt0361748/?ref_=fn_tt_tt_1,1527,English,USA,R,75000000,2009,8.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
590,Steven Spielberg,142,Robin Williams,Julia Roberts,119654900,Hook,182802,Bob Hoskins,http://www.imdb.com/title/tt0102057/?ref_=fn_tt_tt_1,363,English,USA,PG,70000000,1991,6.7,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,Brett Ratner,101,Dwayne Johnson,Rufus Sewell,72660029,Hercules,115687,Ingrid Bolsø Berdal,http://www.imdb.com/title/tt1267297/?ref_=fn_tt_tt_1,269,English,USA,PG-13,100000000,2014,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,Renny Harlin,124,Bruce Willis,John Amos,117541000,Die Hard 2,269858,Franco Nero,http://www.imdb.com/title/tt0099423/?ref_=fn_tt_tt_1,316,English,USA,R,70000000,1990,7.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,Clark Johnson,117,Jeremy Renner,Josh Charles,116643346,S.W.A.T.,119807,LL Cool J,http://www.imdb.com/title/tt0257076/?ref_=fn_tt_tt_1,340,English,USA,PG-13,80000000,2003,6.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
594,Unknown,45,Nicole Beharie,Katia Winter,-1,Sleepy Hollow,49049,Lyndie Greenwood,http://www.imdb.com/title/tt2647544/?ref_=fn_tt_tt_1,110,English,USA,TV-14,-1,1900,7.5,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
595,Cameron Crowe,141,Tom Cruise,Ivana Milicevic,100614858,Vanilla Sky,206776,Noah Taylor,http://www.imdb.com/title/tt0259711/?ref_=fn_tt_tt_1,1248,English,USA,R,68000000,2001,6.9,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,M. Night Shyamalan,110,Bryce Dallas Howard,Freddy Rodríguez,42272747,Lady in the Water,78635,Bob Balaban,http://www.imdb.com/title/tt0452637/?ref_=fn_tt_tt_1,1040,English,USA,PG-13,70000000,2006,5.6,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
597,Paul W.S. Anderson,109,Sanaa Lathan,Colin Salmon,80281096,AVP: Alien vs. Predator,143628,Raoul Bova,http://www.imdb.com/title/tt0370263/?ref_=fn_tt_tt_1,1283,English,USA,PG-13,60000000,2004,5.6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
598,Betty Thomas,88,Amy Poehler,Bridgit Mendler,219613391,Alvin and the Chipmunks: The Squeakquel,31649,Jesse McCartney,http://www.imdb.com/title/tt1231580/?ref_=fn_tt_tt_1,98,English,USA,PG,75000000,2009,4.5,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
599,Randall Wallace,124,Jon Hamm,Marc Blucas,78120196,We Were Soldiers,103241,Chris Klein,http://www.imdb.com/title/tt0277434/?ref_=fn_tt_tt_1,742,English,USA,R,75000000,2002,7.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
600,Antoine Fuqua,119,Gerard Butler,Morgan Freeman,98895417,Olympus Has Fallen,203154,Radha Mitchell,http://www.imdb.com/title/tt2302755/?ref_=fn_tt_tt_1,698,English,USA,R,70000000,2013,6.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,Jonathan Frakes,103,LeVar Burton,Jonathan Frakes,70117571,Star Trek: Insurrection,56741,Michael Dorn,http://www.imdb.com/title/tt0120844/?ref_=fn_tt_tt_1,515,English,USA,PG,58000000,1998,6.4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,Jonathan Liebesman,116,Noel Fisher,Jim Parrack,83552429,Battle Los Angeles,154955,Ramon Rodriguez,http://www.imdb.com/title/tt1217613/?ref_=fn_tt_tt_1,800,English,USA,PG-13,70000000,2011,5.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,Tim Burton,125,Steve Buscemi,Alison Lohman,66257002,Big Fish,350698,Albert Finney,http://www.imdb.com/title/tt0319061/?ref_=fn_tt_tt_1,816,English,USA,PG-13,70000000,2003,8.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
604,Mike Nichols,125,David Hyde Pierce,Peter Gerety,65012000,Wolf,43559,Ron Rifkin,http://www.imdb.com/title/tt0111742/?ref_=fn_tt_tt_1,137,English,USA,R,70000000,1994,6.2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
605,Steven Spielberg,146,Jeremy Irvine,Benedict Cumberbatch,79883359,War Horse,116159,Eddie Marsan,http://www.imdb.com/title/tt1568911/?ref_=fn_tt_tt_1,488,English,USA,PG-13,66000000,2011,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
606,George Clooney,118,Bill Murray,Matt Damon,78031620,The Monuments Men,102248,Bob Balaban,http://www.imdb.com/title/tt2177771/?ref_=fn_tt_tt_1,403,English,USA,PG-13,70000000,2014,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
607,James Cameron,171,Michael Biehn,Todd Graff,54222000,The Abyss,131217,Mary Elizabeth Mastrantonio,http://www.imdb.com/title/tt0096754/?ref_=fn_tt_tt_1,380,English,USA,PG-13,69500000,1989,7.6,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
608,Oliver Stone,136,Frank Langella,Austin Pendleton,52474616,Wall Street: Money Never Sleeps,84118,John Buffalo Mailer,http://www.imdb.com/title/tt1027718/?ref_=fn_tt_tt_1,245,English,USA,PG-13,70000000,2010,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
609,Gary Shore,92,Dominic Cooper,Sarah Gadon,55942830,Dracula Untold,138582,Zach McGowan,http://www.imdb.com/title/tt0829150/?ref_=fn_tt_tt_1,423,English,USA,PG-13,70000000,2014,6.3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
610,Edward Zwick,116,Denzel Washington,Bruce Willis,40932372,The Siege,58023,Mark Valley,http://www.imdb.com/title/tt0133952/?ref_=fn_tt_tt_1,281,English,USA,R,70000000,1998,6.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,Matthew Vaughn,127,Henry Cavill,David Kelly,38345403,Stardust,212085,Nathaniel Parker,http://www.imdb.com/title/tt0486655/?ref_=fn_tt_tt_1,492,English,UK,PG-13,70000000,2007,7.7,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,Jean-Jacques Annaud,136,Brad Pitt,Mako,37901509,Seven Years in Tibet,96385,Victor Wong,http://www.imdb.com/title/tt0120102/?ref_=fn_tt_tt_1,119,English,USA,PG-13,70000000,1997,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
613,Ron Howard,111,Channing Tatum,Clint Howard,48430355,The Dilemma,43709,Chelcie Ross,http://www.imdb.com/title/tt1578275/?ref_=fn_tt_tt_1,141,English,USA,PG-13,70000000,2011,5.3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
614,Joel Schumacher,116,Anthony Hopkins,Brooke Smith,30157016,Bad Company,39659,Garcelle Beauvais,http://www.imdb.com/title/tt0280486/?ref_=fn_tt_tt_1,189,English,USA,PG-13,70000000,2002,5.6,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,Andrzej Bartkowiak,113,Dwayne Johnson,Ben Daniels,28031250,Doom,88146,Dexter Fletcher,http://www.imdb.com/title/tt0419706/?ref_=fn_tt_tt_1,814,English,UK,R,60000000,2005,5.2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
616,Betty Thomas,97,Gary Cole,Phill Lewis,33105600,I Spy,41663,Tate Taylor,http://www.imdb.com/title/tt0297181/?ref_=fn_tt_tt_1,141,English,USA,PG-13,70000000,2002,5.4,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,Måns Mårlind,88,Theo James,Stephen Rea,62321039,Underworld: Awakening,117096,Sandrine Holt,http://www.imdb.com/title/tt1496025/?ref_=fn_tt_tt_1,271,English,USA,R,70000000,2012,6.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
618,Adam Shankman,136,James Martin Kelly,Shane Hartline,38509342,Rock of Ages,61995,Celina Beach,http://www.imdb.com/title/tt1336608/?ref_=fn_tt_tt_1,356,English,USA,PG-13,75000000,2012,5.9,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
619,Gregory Hoblit,125,Bruce Willis,Cole Hauser,19076815,Hart's War,43651,Rory Cochrane,http://www.imdb.com/title/tt0251114/?ref_=fn_tt_tt_1,196,English,USA,R,60000000,2002,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
620,Gary McKendry,116,Jason Statham,Robert De Niro,25093607,Killer Elite,105556,Ben Mendelsohn,http://www.imdb.com/title/tt1448755/?ref_=fn_tt_tt_1,157,English,UK,R,35000000,2011,6.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
621,John McTiernan,98,LL Cool J,Chris Klein,18990542,Rollerball,22264,Andrew Bryniarski,http://www.imdb.com/title/tt0246894/?ref_=fn_tt_tt_1,289,English,USA,R,70000000,2002,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
622,Wych Kaosayananda,91,Talisa Soto,Sandrine Holt,14294842,Ballistic: Ecks vs. Sever,16761,Gregg Henry,http://www.imdb.com/title/tt0308208/?ref_=fn_tt_tt_1,277,English,USA,R,70000000,2002,3.6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
623,Mikael Salomon,97,Morgan Freeman,Minnie Driver,19819494,Hard Rain,26893,Randy Quaid,http://www.imdb.com/title/tt0120696/?ref_=fn_tt_tt_1,126,English,USA,R,70000000,1998,5.8,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
624,Bobby Farrelly,95,Ron Howard,Brandy Norwood,13596911,Osmosis Jones,25572,David Hyde Pierce,http://www.imdb.com/title/tt0181739/?ref_=fn_tt_tt_1,123,English,USA,PG,70000000,2001,6.2,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
625,Will Finn,88,Lea Michele,Oliver Platt,8460990,Legends of Oz: Dorothy's Return,5116,Jim Belushi,http://www.imdb.com/title/tt0884726/?ref_=fn_tt_tt_1,54,English,USA,PG,70000000,2013,5.6,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,Michael Mann,133,Chris Hemsworth,Archie Kao,7097125,Blackhat,38983,Brandon Molale,http://www.imdb.com/title/tt2717822/?ref_=fn_tt_tt_1,207,English,USA,R,70000000,2015,5.4,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
627,Kerry Conran,106,Angelina Jolie Pitt,Laurence Olivier,37760080,Sky Captain and the World of Tomorrow,72868,Bai Ling,http://www.imdb.com/title/tt0346156/?ref_=fn_tt_tt_1,618,English,USA,PG,70000000,2004,6.1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,Michael Caton-Jones,116,Charlotte Rampling,Indira Varma,5851188,Basic Instinct 2,31124,Neil Maskell,http://www.imdb.com/title/tt0430912/?ref_=fn_tt_tt_1,313,English,UK,R,70000000,2006,4.2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
629,Mikael Håfström,115,Sylvester Stallone,50 Cent,25121291,Escape Plan,177653,Matt Gerald,http://www.imdb.com/title/tt1211956/?ref_=fn_tt_tt_1,279,English,USA,R,50000000,2013,6.7,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
630,Renny Harlin,99,Roxanne McKee,Luke Newberry,18821279,The Legend of Hercules,44891,Gaia Weiss,http://www.imdb.com/title/tt1043726/?ref_=fn_tt_tt_1,202,English,USA,PG-13,70000000,2014,4.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,Phil Alden Robinson,124,Morgan Freeman,Bruce McGill,118471320,The Sum of All Fears,86504,Philip Baker Hall,http://www.imdb.com/title/tt0164184/?ref_=fn_tt_tt_1,568,English,USA,PG-13,68000000,2002,6.4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
632,David Slade,124,Robert Pattinson,Kristen Stewart,300523113,The Twilight Saga: Eclipse,184637,Anna Kendrick,http://www.imdb.com/title/tt1325004/?ref_=fn_tt_tt_1,498,English,USA,PG-13,68000000,2010,4.9,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
633,Frank Oz,124,Robert De Niro,Marlon Brando,71069884,The Score,101899,Gary Farmer,http://www.imdb.com/title/tt0227445/?ref_=fn_tt_tt_1,445,English,USA,R,68000000,2001,6.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
634,Pierre Coffin,87,Steve Carell,Miranda Cosgrove,251501645,Despicable Me,385943,Jack McBrayer,http://www.imdb.com/title/tt1323594/?ref_=fn_tt_tt_1,296,English,USA,PG,69000000,2010,7.7,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,Joseph Ruben,105,Vincent Pastore,Robert Blake,35324232,Money Train,32224,Aida Turturro,http://www.imdb.com/title/tt0113845/?ref_=fn_tt_tt_1,62,English,USA,R,68000000,1995,5.6,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
636,Seth MacFarlane,125,Liam Neeson,Morgan Freeman,81257500,Ted 2,117739,Seth MacFarlane,http://www.imdb.com/title/tt2637276/?ref_=fn_tt_tt_1,229,English,USA,R,68000000,2015,6.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,Alejandro Amenábar,141,Max Minghella,Ashraf Barhom,617840,Agora,52496,Rupert Evans,http://www.imdb.com/title/tt1186830/?ref_=fn_tt_tt_1,172,English,Spain,R,70000000,2009,7.2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
638,Kinka Usher,121,Janeane Garofalo,Wes Studi,29655590,Mystery Men,53970,Eddie Izzard,http://www.imdb.com/title/tt0132347/?ref_=fn_tt_tt_1,435,English,USA,PG-13,65000000,1999,6.0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,Bobby Farrelly,111,Jenna Fischer,Larry Joe Campbell,45045037,Hall Pass,103230,Stephen Merchant,http://www.imdb.com/title/tt0480687/?ref_=fn_tt_tt_1,143,English,USA,R,36000000,2011,5.9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,Michael Mann,157,Al Pacino,Rip Torn,28965197,The Insider,133526,Debi Mazar,http://www.imdb.com/title/tt0140352/?ref_=fn_tt_tt_1,521,English,USA,R,68000000,1999,7.9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
641,Craig Gillespie,117,Michael Raymond-James,Abraham Benrubi,27550735,The Finest Hours,27481,Graham McTavish,http://www.imdb.com/title/tt2025690/?ref_=fn_tt_tt_1,113,English,USA,PG-13,-1,2016,6.8,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
642,Ridley Scott,128,Leonardo DiCaprio,Simon McBurney,39380442,Body of Lies,174248,Michael Gaston,http://www.imdb.com/title/tt0758774/?ref_=fn_tt_tt_1,263,English,USA,R,70000000,2008,7.1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
643,Jay Roach,114,Steve Carell,Stephanie Szostak,72980108,Dinner for Schmucks,80338,Bruce Greenwood,http://www.imdb.com/title/tt0427152/?ref_=fn_tt_tt_1,264,English,USA,PG-13,-1,2010,5.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,Timur Bekmambetov,105,Rufus Sewell,Dominic Cooper,37516013,Abraham Lincoln: Vampire Hunter,128629,Benjamin Walker,http://www.imdb.com/title/tt1611224/?ref_=fn_tt_tt_1,348,English,USA,R,69000000,2012,5.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
645,Jon Amiel,113,Will Patton,Kevin McNally,87704396,Entrapment,88132,Maury Chaykin,http://www.imdb.com/title/tt0137494/?ref_=fn_tt_tt_1,274,English,USA,PG-13,66000000,1999,6.2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
646,Unknown,30,Hector Elizondo,Kaitlyn Dever,-1,Last Man Standing,15114,Nancy Travis,http://www.imdb.com/title/tt1828327/?ref_=fn_tt_tt_1,87,English,USA,TV-PG,-1,1900,7.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,Rob Bowman,121,Martin Landau,Mitch Pileggi,83892374,The X Files,85720,Jeffrey DeMunn,http://www.imdb.com/title/tt0120902/?ref_=fn_tt_tt_1,297,English,USA,PG-13,66000000,1998,7.0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
648,Doug Lefler,102,Colin Firth,Nonso Anozie,5932060,The Last Legion,29285,Owen Teale,http://www.imdb.com/title/tt0462396/?ref_=fn_tt_tt_1,174,English,UK,PG-13,35000000,2007,5.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
649,Steven Spielberg,169,Tom Hanks,Vin Diesel,216119491,Saving Private Ryan,881236,Matt Damon,http://www.imdb.com/title/tt0120815/?ref_=fn_tt_tt_1,2277,English,USA,R,70000000,1998,8.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
