id,director_name,duration,actor_1_name,actor_2_name,gross,movie_title,num_voted_users,actor_3_name,movie_imdb_link,imdb_id,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,poster,isNominated,totalNominations,BestDirector,BestActor,Action,Adventure,Fantasy,Sci-Fi,Thriller
407,Kevin Lima,100,Ioan Gruffudd,Eric Idle,66941559,102 Dalmatians,26413,Jim Carter,http://www.imdb.com/title/tt0211181/,tt0211181,77,English,USA,G,85000000,2000,4.8,https://images-na.ssl-images-amazon.com/images/M/MV5BYmEzOTcxNzUtYmVjMS00MzNiLWJjNTEtOTY3MTE2ZjVkMGQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,1,0,0,0,1,0,0,0
408,Brett Ratner,104,Matthew Broderick,Gabourey Sidibe,78009155,Tower Heist,110073,Judd Hirsch,http://www.imdb.com/title/tt0471042/,tt0471042,194,English,USA,PG-13,75000000,2011,6.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1NDQxMTcwOV5BMl5BanBnXkFtZTcwNzMzNTExNg@@._V1_SX300.jpg,0,0,0,0,1,0,0,0,0
409,Nancy Meyers,138,Kate Winslet,Rufus Sewell,63224849,The Holiday,182757,Sarah Parish,http://www.imdb.com/title/tt0457939/,tt0457939,483,English,USA,PG-13,85000000,2006,6.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2MzEyNDkxNF5BMl5BanBnXkFtZTcwODE5NjkzMQ@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
410,Tony Scott,140,Will Smith,Jake Busey,111544445,Enemy of the State,188116,Lisa Bonet,http://www.imdb.com/title/tt0120660/,tt0120660,415,English,USA,R,90000000,1998,7.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMWI0Y2NhMzMtYTE5ZS00MDlhLTg0ZjEtMjAwZmEwNTc0ODc2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
411,Nancy Meyers,120,Meryl Streep,Hunter Parrish,112703470,It's Complicated,69860,Zoe Kazan,http://www.imdb.com/title/tt1230414/,tt1230414,214,English,USA,R,85000000,2009,6.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjQ0NjM2NTI4N15BMl5BanBnXkFtZTcwNjQ2MDc5Mg@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
412,Steven Soderbergh,122,Al Pacino,Matt Damon,117144465,Ocean's Thirteen,256928,Brad Pitt,http://www.imdb.com/title/tt0496806/,tt0496806,288,English,USA,PG-13,85000000,2007,6.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyNTc1NzY5MV5BMl5BanBnXkFtZTcwNDM4NTQzMw@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,1
413,Roger Allers,83,Jon Favreau,Debra Messing,84303558,Open Season,65270,Jane Krakowski,http://www.imdb.com/title/tt0400717/,tt0400717,100,English,USA,PG,85000000,2006,6.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwOTg2MjU0OV5BMl5BanBnXkFtZTcwMzIzNTQzMQ@@._V1_SX300.jpg,0,0,0,0,0,1,0,0,0
414,Neil Burger,139,Kate Winslet,Theo James,150832203,Divergent,341058,Mekhi Phifer,http://www.imdb.com/title/tt1840309/,tt1840309,713,English,USA,PG-13,85000000,2014,6.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxMzYwODE4OV5BMl5BanBnXkFtZTgwNDE5MzE2MDE@._V1_SX300.jpg,0,0,0,0,0,1,0,1,0
415,Jean-Jacques Annaud,131,Bob Hoskins,Gabriel Thomson,51396781,Enemy at the Gates,188887,Clemens Schick,http://www.imdb.com/title/tt0215750/,tt0215750,662,English,USA,R,68000000,2001,7.6,https://images-na.ssl-images-amazon.com/images/M/MV5BYWFlY2E3ODQtZWNiNi00ZGU4LTkzNWEtZTQ2ZTViMWRhYjIzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
416,Peter Berg,104,Dwayne Johnson,Rosario Dawson,47592825,The Rundown,82731,Ewen Bremner,http://www.imdb.com/title/tt0327850/,tt0327850,255,English,USA,PG-13,85000000,2003,6.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4OTM5MzIyNl5BMl5BanBnXkFtZTcwMjY5MzAwMQ@@._V1_SX300.jpg,0,0,0,0,1,1,0,0,1
417,John McTiernan,130,F. Murray Abraham,Tom Noonan,50016394,Last Action Hero,106528,Joan Plowright,http://www.imdb.com/title/tt0107362/,tt0107362,257,English,USA,PG-13,70000000,1993,6.2,https://images-na.ssl-images-amazon.com/images/M/MV5BNjdhOGY1OTktYWJkZC00OGY5LWJhY2QtZmQzZDA2MzY5MmNmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,0,0,0,0,1,1,1,0,0
418,Rob Marshall,145,Li Gong,Mako,57010853,Memoirs of a Geisha,119286,Karl Yune,http://www.imdb.com/title/tt0397535/,tt0397535,548,English,USA,PG-13,85000000,2005,7.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxMzM4NTEzOV5BMl5BanBnXkFtZTcwNDMwNjQzMw@@._V1_SX300.jpg,0,6,0,0,0,0,0,0,0
419,Justin Lin,104,Amber Stevens West,Zachery Ty Bryan,62494975,The Fast and the Furious: Tokyo Drift,179500,Nikki Griffin,http://www.imdb.com/title/tt0463985/,tt0463985,378,English,USA,PG-13,85000000,2006,6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2NTMxODEyNV5BMl5BanBnXkFtZTcwMDgxMjA0MQ@@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
420,Sarah Smith,97,Jim Broadbent,Imelda Staunton,46440491,Arthur Christmas,35446,Michael Palin,http://www.imdb.com/title/tt1430607/,tt1430607,78,English,UK,PG,100000000,2011,7.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyMjMyMzEzMl5BMl5BanBnXkFtZTcwMDg4NTM5Ng@@._V1_SX300.jpg,0,0,0,0,0,1,1,0,0
421,Martin Brest,178,Anthony Hopkins,Brad Pitt,44606335,Meet Joe Black,169023,Jake Weber,http://www.imdb.com/title/tt0119643/,tt0119643,703,English,USA,PG-13,90000000,1998,7.1,https://images-na.ssl-images-amazon.com/images/M/MV5BNTc0MzRmMTgtMTk4OS00MzdkLWJjNWMtZWJmZjlkYTI0YWRiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,0,0,1,0,0
422,Andrew Davis,108,Raymond Cruz,Rick Worthy,40048332,Collateral Damage,61417,Jsu Garcia,http://www.imdb.com/title/tt0233469/,tt0233469,339,English,USA,R,85000000,2002,5.5,https://images-na.ssl-images-amazon.com/images/M/MV5BYTIxYTA1YWUtODFiOS00NjY5LWIyOWQtYTFlYzMyNWI4MWM5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
424,Tarsem Singh,106,Julia Roberts,Nathan Lane,64933670,Mirror Mirror,70838,Danny Woodburn,http://www.imdb.com/title/tt1667353/,tt1667353,208,English,USA,PG,85000000,2012,5.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTExMjU4MTUwNTVeQTJeQWpwZ15BbWU3MDk2MzkwMjc@._V1_SX300.jpg,0,1,0,0,0,1,1,0,0
425,Edgar Wright,112,Anna Kendrick,Kieran Culkin,31494270,Scott Pilgrim vs. the World,273921,Ellen Wong,http://www.imdb.com/title/tt0446029/,tt0446029,522,English,USA,PG-13,60000000,2010,7.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwNTczNTMyOF5BMl5BanBnXkFtZTcwNzUxOTUyMw@@._V1_SX300.jpg,0,0,0,0,1,0,1,0,0
426,Jon Amiel,135,Glenn Morshower,Tchéky Karyo,31111260,The Core,77029,Rekha Sharma,http://www.imdb.com/title/tt0298814/,tt0298814,466,English,USA,PG-13,60000000,2003,5.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3MTY3MzkzNl5BMl5BanBnXkFtZTYwNTAwNDk2._V1_SX300.jpg,0,0,0,0,1,1,0,1,1
427,Peter Segal,109,Larry Miller,Janet Jackson,123307945,Nutty Professor II: The Klumps,39391,Chris Elliott,http://www.imdb.com/title/tt0144528/,tt0144528,171,English,USA,PG-13,65000000,2000,4.3,https://images-na.ssl-images-amazon.com/images/M/MV5BNjcyOWM2NTUtYzRjYS00ZTQ4LWFlZGItNTE2MDg4MGIxNjAyXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,0,0,0,0,0,0,0,1,0
428,Raja Gosnell,86,Sarah Michelle Gellar,Linda Cardellini,153288182,Scooby-Doo,71424,Miguel A. Núñez Jr.,http://www.imdb.com/title/tt0267913/,tt0267913,521,English,USA,PG,84000000,2002,4.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4MzMzMTY0OF5BMl5BanBnXkFtZTYwNzM3MTg2._V1_SX300.jpg,0,0,0,0,0,1,0,0,0
429,Pete Travis,95,Wood Harris,Jason Cope,13401683,Dredd,203458,Rakie Ayola,http://www.imdb.com/title/tt1343727/,tt1343727,588,English,UK,R,35000000,2012,7.1,https://images-na.ssl-images-amazon.com/images/M/MV5BODkyNDQzMzUzOF5BMl5BanBnXkFtZTcwODYyMDEyOA@@._V1_SX300.jpg,0,0,0,0,1,0,0,1,0
430,Frank Coraci,107,Adam Sandler,Cameron Monaghan,137340146,Click,246492,Julie Kavner,http://www.imdb.com/title/tt0389860/,tt0389860,685,English,USA,PG-13,70000000,2006,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyODM5MzY2N15BMl5BanBnXkFtZTcwNjcyMTIzMQ@@._V1_SX300.jpg,0,1,0,0,0,0,1,0,0
432,Brad Peyton,82,Jack McBrayer,Sean Hayes,43575716,Cats & Dogs: The Revenge of Kitty Galore,10233,Katt Williams,http://www.imdb.com/title/tt1287468/,tt1287468,63,English,USA,PG,85000000,2010,4.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwNTk2NTc3OV5BMl5BanBnXkFtZTcwMDUwMzgyMw@@._V1_SX300.jpg,0,0,0,0,1,0,1,0,0
433,Doug Liman,88,Kristen Stewart,Hayden Christensen,80170146,Jumper,243053,Tom Hulce,http://www.imdb.com/title/tt0489099/,tt0489099,488,English,USA,PG-13,85000000,2008,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwOTkyOTI3M15BMl5BanBnXkFtZTcwNTQxMjU1MQ@@._V1_SX300.jpg,0,0,0,0,1,1,0,1,1
434,Guillermo del Toro,120,Seth MacFarlane,Iván Kamarás,75754670,Hellboy II: The Golden Army,208422,Brian Steele,http://www.imdb.com/title/tt0411477/,tt0411477,342,English,USA,PG-13,85000000,2008,7,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5NzgyMjc2Nl5BMl5BanBnXkFtZTcwOTU3MDI3MQ@@._V1_SX300.jpg,0,1,0,0,1,1,1,1,0
435,David Fincher,162,Robert Downey Jr.,Jake Gyllenhaal,33048353,Zodiac,301279,Anthony Edwards,http://www.imdb.com/title/tt0443706/,tt0443706,589,English,USA,R,65000000,2007,7.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxNjc2NzAwNF5BMl5BanBnXkFtZTcwMDg3NzMzMw@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,1
436,Roger Spottiswoode,123,Robert Duvall,Michael Rapaport,34543701,The 6th Day,100001,Tony Goldwyn,http://www.imdb.com/title/tt0216216/,tt0216216,289,English,USA,PG-13,82000000,2000,5.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1OTU5OTU2MV5BMl5BanBnXkFtZTYwMjMxMDk2._V1_SX300.jpg,0,0,0,0,1,0,0,1,1
437,Tom Shadyac,101,Morgan Freeman,Steve Carell,242589580,Bruce Almighty,296904,Lisa Ann Walter,http://www.imdb.com/title/tt0315327/,tt0315327,604,English,USA,PG-13,81000000,2003,6.7,https://images-na.ssl-images-amazon.com/images/M/MV5BZDUxOWZjNDktMzA0Ny00ZGZiLWI4NmItY2E0OGI2NWY5YjkzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
438,Sylvester Stallone,113,Jason Statham,Sylvester Stallone,102981571,The Expendables,270226,Jet Li,http://www.imdb.com/title/tt1320253/,tt1320253,741,English,USA,R,80000000,2010,6.5,https://images-na.ssl-images-amazon.com/images/M/MV5BNTUwODQyNjM0NF5BMl5BanBnXkFtZTcwNDMwMTU1Mw@@._V1_SX300.jpg,0,0,0,0,1,1,0,0,1
439,Brian De Palma,110,Tom Cruise,Kristin Scott Thomas,180965237,Mission: Impossible,300542,Vanessa Redgrave,http://www.imdb.com/title/tt0117060/,tt0117060,378,English,USA,PG-13,80000000,1996,7.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3NjI2MjU0Nl5BMl5BanBnXkFtZTgwNDk3ODYxMTE@._V1_SX300.jpg,0,0,0,0,1,1,0,0,1
440,Gary Ross,142,Jennifer Lawrence,Josh Hutcherson,407999255,The Hunger Games,701607,Anthony Reynolds,http://www.imdb.com/title/tt1392170/,tt1392170,1959,English,USA,PG-13,78000000,2012,7.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NDg3NzYxMF5BMl5BanBnXkFtZTcwNTgyNzkyNw@@._V1_SX300.jpg,0,0,0,0,0,1,0,1,1
441,Todd Phillips,102,Bradley Cooper,Mason Lee,254455986,The Hangover Part II,375879,Mike Tyson,http://www.imdb.com/title/tt1411697/,tt1411697,402,English,USA,R,80000000,2011,6.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2MTM4MzY2OV5BMl5BanBnXkFtZTcwNjQ3NzI4NA@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
442,Tim Burton,126,Michael Gough,Vincent Schiavelli,162831698,Batman Returns,215255,Andrew Bryniarski,http://www.imdb.com/title/tt0103776/,tt0103776,610,English,USA,PG-13,80000000,1992,7,https://images-na.ssl-images-amazon.com/images/M/MV5BOGZmYzVkMmItM2NiOS00MDI3LWI4ZWQtMTg0YWZkODRkMmViXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_SX300.jpg,0,2,0,0,1,0,0,0,0
443,Tim Johnson,83,Bruce Willis,Steve Carell,155019340,Over the Hedge,127345,Catherine O'Hara,http://www.imdb.com/title/tt0327084/,tt0327084,250,English,USA,PG,80000000,2006,6.8,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMTQxNTcwOF5BMl5BanBnXkFtZTcwMzQ1NzUzMQ@@._V1_SX300.jpg,0,0,0,0,0,1,0,0,0
444,Dean DeBlois,85,Tia Carrere,Jason Scott Lee,145771527,Lilo & Stitch,117212,David Ogden Stiers,http://www.imdb.com/title/tt0275847/,tt0275847,367,English,USA,PG,80000000,2002,7.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMzYyMTJiNTEtMmYzYy00YTU3LTkwNWUtNmEwNDU2YmY3Y2QzXkEyXkFqcGdeQXVyNTMxMjgxMzA@._V1_SX300.jpg,1,1,0,0,0,1,1,1,0
446,Mimi Leder,120,Morgan Freeman,Jon Favreau,140459099,Deep Impact,135601,Robert Duvall,http://www.imdb.com/title/tt0120647/,tt0120647,493,English,USA,PG-13,75000000,1998,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BYTUwMTY1YmMtN2U5NC00YjkzLTg0YWQtZmEwNTEzZjdkNzQ2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,1,0,0,1,1
447,Dean Parisot,116,Bruce Willis,Anthony Hopkins,53215979,RED 2,125036,Garrick Hagon,http://www.imdb.com/title/tt1821694/,tt1821694,205,English,USA,PG-13,84000000,2013,6.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI2ODQ4ODY3Nl5BMl5BanBnXkFtZTcwNTc2NzE1OQ@@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
448,Peter Segal,113,Adam Sandler,Steve Reevis,158115031,The Longest Yard,130070,Dalip Singh,http://www.imdb.com/title/tt0398165/,tt0398165,316,English,USA,PG-13,82000000,2005,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1NTQyNDk2NV5BMl5BanBnXkFtZTcwOTE2OTQzMw@@._V1_SX300.jpg,0,1,0,0,0,0,0,0,0
449,Mike Mitchell,87,Amy Poehler,Jesse McCartney,133103929,Alvin and the Chipmunks: Chipwrecked,22838,Lauren Gottlieb,http://www.imdb.com/title/tt1615918/,tt1615918,56,English,USA,G,75000000,2011,4.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyMTU3NTg5Nl5BMl5BanBnXkFtZTcwNDMyMjc2NQ@@._V1.._SY132_CR0,0,0,0,0,0,1,1,0,0
450,Dennis Dugan,101,Steve Buscemi,Adam Sandler,133668525,Grown Ups 2,107817,Jon Lovitz,http://www.imdb.com/title/tt2191701/,tt2191701,255,English,USA,PG-13,80000000,2013,5.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwNTI2MDI0OF5BMl5BanBnXkFtZTcwMTk5MDg0OQ@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
451,Peter Segal,110,Bill Murray,Dwayne Johnson,130313314,Get Smart,168172,Anne Hathaway,http://www.imdb.com/title/tt0425061/,tt0425061,380,English,USA,PG-13,80000000,2008,6.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0NzQ4MDU0NV5BMl5BanBnXkFtZTcwMzA2NzQ2MQ@@._V1_SX300.jpg,0,0,0,0,1,1,0,0,0
452,Nancy Meyers,128,Keanu Reeves,Jon Favreau,124590960,Something's Gotta Give,91092,Paul Michael Glaser,http://www.imdb.com/title/tt0337741/,tt0337741,402,English,USA,PG-13,80000000,2003,6.7,https://images-na.ssl-images-amazon.com/images/M/MV5BODYyNmRlNDMtYzg1Zi00NzlhLWI4ZDMtZWUwOTQzMDZiYTQyXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,0,1,0,0,0,0,0,0,0
453,Martin Scorsese,138,Leonardo DiCaprio,Joseph Sikora,127968405,Shutter Island,786092,Nellie Sciutto,http://www.imdb.com/title/tt1130884/,tt1130884,964,English,USA,R,80000000,2010,8.1,https://images-na.ssl-images-amazon.com/images/M/MV5BY2NkNTcxNjAtODhjMS00Mjg2LWI1OGItMjRhMGJlODBkZTVlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzAxMjE1NDg@._V1_SX300.jpg,0,0,0,0,0,0,0,0,1
454,Seth Gordon,88,Jon Favreau,Robert Duvall,120136047,Four Christmases,48500,Katy Mixon,http://www.imdb.com/title/tt0369436/,tt0369436,124,English,Germany,PG-13,80000000,2008,5.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2MjA0NDAwNF5BMl5BanBnXkFtZTcwOTU4MTM5MQ@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
455,Chris Wedge,91,Jim Broadbent,Drew Carey,128200012,Robots,103022,Paula Abdul,http://www.imdb.com/title/tt0358082/,tt0358082,269,English,USA,PG,75000000,2005,6.3,https://images-na.ssl-images-amazon.com/images/M/MV5BNDYyNjY1NjY1M15BMl5BanBnXkFtZTcwNjk5MDczMw@@._V1_SX300.jpg,0,0,0,0,0,1,0,1,0
456,John Woo,138,Nicolas Cage,CCH Pounder,112225777,Face/Off,283967,Joan Allen,http://www.imdb.com/title/tt0119094/,tt0119094,535,English,USA,R,80000000,1997,7.3,https://images-na.ssl-images-amazon.com/images/M/MV5BYzFjNzIxMmEtMzY5NS00YTgzLTkwYWEtN2FjMmY0NmNkZWY3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,1,0,0,1,0,0,1,1
457,Adam Shankman,99,Adam Sandler,Carmen Electra,109993847,Bedtime Stories,72326,Kathryn Joosten,http://www.imdb.com/title/tt0960731/,tt0960731,116,English,USA,PG,80000000,2008,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5Njk5MTUxNF5BMl5BanBnXkFtZTcwMDI3MTg5MQ@@._V1_SX300.jpg,0,0,0,0,0,0,1,0,0
458,Sam Mendes,117,Tom Hanks,Jennifer Jason Leigh,104054514,Road to Perdition,200359,Liam Aiken,http://www.imdb.com/title/tt0257044/,tt0257044,1009,English,USA,R,80000000,2002,7.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0MDM4ODM0Ml5BMl5BanBnXkFtZTYwNDE3MjU3._V1_SX300.jpg,0,6,0,0,0,0,0,0,1
459,Dennis Dugan,117,Adam Sandler,Bailee Madison,103028109,Just Go with It,172878,Kevin Nealon,http://www.imdb.com/title/tt1564367/,tt1564367,203,English,USA,PG-13,80000000,2011,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0MTk3MjE2Nl5BMl5BanBnXkFtZTcwMjE0ODA0NA@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
461,Simon West,123,Steve Buscemi,Monica Potter,101087161,Con Air,225282,Dave Chappelle,http://www.imdb.com/title/tt0118880/,tt0118880,339,English,USA,R,75000000,1997,6.8,https://images-na.ssl-images-amazon.com/images/M/MV5BMGZmNGIxMTYtMmVjMy00YzhkLWIyOTktNTExZGFiYjNiNzdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,1,0,0,1,0,0,0,1
462,D.J. Caruso,118,Rosario Dawson,Ethan Embry,101111837,Eagle Eye,150764,Cameron Boyce,http://www.imdb.com/title/tt1059786/,tt1059786,318,English,USA,PG-13,80000000,2008,6.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5MTMzMDMzNl5BMl5BanBnXkFtZTcwMzUwNDUzMw@@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
463,Anthony Minghella,154,Philip Seymour Hoffman,Natalie Portman,95632614,Cold Mountain,118483,Charlie Hunnam,http://www.imdb.com/title/tt0159365/,tt0159365,674,English,USA,R,79000000,2003,7.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3NTc5NzcyOF5BMl5BanBnXkFtZTcwMDM0NjQyMQ@@._V1_SX300.jpg,0,5,0,0,0,1,0,0,0
464,Albert Hughes,118,Denzel Washington,Mila Kunis,94822707,The Book of Eli,227072,Gary Oldman,http://www.imdb.com/title/tt1037705/,tt1037705,560,English,USA,R,80000000,2010,6.9,https://images-na.ssl-images-amazon.com/images/M/MV5BNTE1OWI1YzgtZjEyMy00MjQ4LWE0NWMtYTNhYjc0ZDQ3ZGRkXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_SX300.jpg,0,0,0,0,1,1,0,0,1
465,Les Mayfield,90,Robin Williams,Jodi Benson,92969824,Flubber,63625,Sam Lloyd,http://www.imdb.com/title/tt0119137/,tt0119137,64,English,USA,PG,80000000,1997,5.2,https://images-na.ssl-images-amazon.com/images/M/MV5BZDlkOTA0OTUtOThmMi00NTMyLTg0NDgtZWZiYmRjZWI4MDY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,0,0,0,1,0
466,Jan de Bont,113,Liam Neeson,Lili Taylor,91188905,The Haunting,58184,Virginia Madsen,http://www.imdb.com/title/tt0171363/,tt0171363,805,English,USA,PG-13,80000000,1999,4.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMjMzNWI4NDEtMjVjOS00NzIwLWFiMWYtM2I0YWIyODhjMGY2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,0,0,1,0,1
467,Joe Pytka,88,Bill Murray,Wayne Knight,90443603,Space Jam,112167,Michael Jordan,http://www.imdb.com/title/tt0117705/,tt0117705,123,English,USA,PG,80000000,1996,6.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMDgyZTI2YmYtZmI4ZC00MzE0LWIxZWYtMWRlZWYxNjliNTJjXkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_SX300.jpg,0,0,0,0,0,1,1,1,0
468,Shawn Levy,93,Roger Rees,Henry Czerny,82226474,The Pink Panther,65499,William Abadie,http://www.imdb.com/title/tt0383216/,tt0383216,424,English,USA,PG,65000000,2006,5.6,https://images-na.ssl-images-amazon.com/images/M/MV5BNGI2MjVlNzEtZDg1ZS00MGU1LWFhNTQtNzMwZDViOWRkNzhkXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,0,1,0,0,0,1,0,0,0
469,Scott Derrickson,104,Keanu Reeves,Jon Hamm,79363785,The Day the Earth Stood Still,139423,Juan Riedinger,http://www.imdb.com/title/tt0970416/,tt0970416,698,English,USA,PG-13,80000000,2008,5.5,https://images-na.ssl-images-amazon.com/images/M/MV5BNzMyNjE0MTcxNF5BMl5BanBnXkFtZTcwODcyOTMwMg@@._V1_SX300.jpg,0,0,0,0,0,0,0,1,1
470,Richard Donner,135,Julia Roberts,Alex McArthur,76081498,Conspiracy Theory,76099,Michael Potts,http://www.imdb.com/title/tt0118883/,tt0118883,162,English,USA,R,75000000,1997,6.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMjQ1MTYxMzA4OF5BMl5BanBnXkFtZTgwNjg2NTM1MTI@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
471,David Ayer,134,Brad Pitt,Logan Lerman,85707116,Fury,303185,Jim Parrack,http://www.imdb.com/title/tt2713180/,tt2713180,701,English,USA,R,68000000,2014,7.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4MDU0NTUyN15BMl5BanBnXkFtZTgwMzQxMzY4MjE@._V1_SX300.jpg,0,1,0,0,1,0,0,0,0
472,Ivan Reitman,98,Harrison Ford,Anne Heche,74329966,Six Days Seven Nights,60910,Amy Sedaris,http://www.imdb.com/title/tt0120828/,tt0120828,164,English,USA,PG-13,70000000,1998,5.7,https://images-na.ssl-images-amazon.com/images/M/MV5BZDgwYzNlMjYtNjQxMy00NjQxLWJiMTItNjkzZTQ0ZTZiMTcyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,1,1,0,0,0
473,Eric Brevig,80,Justin Timberlake,Tom Cavanagh,100169068,Yogi Bear,16385,Josh Robert Thompson,http://www.imdb.com/title/tt1302067/,tt1302067,100,English,USA,PG,80000000,2010,4.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTczMjU1NTQ0M15BMl5BanBnXkFtZTcwMjIxMTA3Mw@@._V1_SX300.jpg,0,0,0,0,0,1,0,0,0
474,Kelly Asbury,83,Matt Damon,Charles Napier,73215310,Spirit: Stallion of the Cimarron,44143,Zahn McClarnon,http://www.imdb.com/title/tt0166813/,tt0166813,216,English,USA,G,80000000,2002,7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyOTUzNDA1N15BMl5BanBnXkFtZTYwNjgwMDM3._V1_SX300.jpg,1,1,0,0,0,1,0,0,0
475,Frank Coraci,102,Rosario Dawson,Leslie Bibb,80360866,Zookeeper,44662,Nicholas Turturro,http://www.imdb.com/title/tt1222817/,tt1222817,127,English,USA,PG,80000000,2011,5.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyNjYyODk0Ml5BMl5BanBnXkFtZTcwNDUzOTczNQ@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
